time,seconds_elapsed,z,y,x
1776228701468977700,0.059977783203125,-0.3533173203468323,0.20129822194576263,0.23293711245059967
1776228701488828700,0.07982861328125,0.34749510884284973,0.20282341539859772,0.6007518768310547
1776228701508679700,0.0996796875,0.6115126609802246,0.8707695007324219,0.5964341163635254
1776228701528531000,0.119531005859375,0.1419811099767685,0.49118757247924805,0.20272088050842285
1776228701548381700,0.139381591796875,-0.4017263948917389,0.16883189976215363,0.12251659482717514
1776228701568232700,0.159232666015625,-0.29826951026916504,0.6336890459060669,0.6751981377601624
1776228701588083700,0.179083740234375,0.15166115760803223,0.5464910268783569,0.5266973376274109
1776228701607934700,0.198934814453125,0.2756555378437042,0.15479330718517303,-0.2244536131620407
1776228701627786800,0.218786865234375,0.16449999809265137,-0.11606162786483765,-0.6268188953399658
1776228701647637800,0.2386376953125,0.24061180651187897,0.02695678174495697,-0.6301001906394958
1776228701667488800,0.25848876953125,0.4074047803878784,0.3622785806655884,-0.4275955557823181
1776228701687339800,0.27833984375,0.34055811166763306,0.7840929627418518,-0.1297673135995865
1776228701707190800,0.298190673828125,0.18787190318107605,0.9875810742378235,0.05876903980970383
1776228701727041800,0.318041748046875,0.1392955780029297,0.355092316865921,-0.571819007396698
1776228701746892800,0.337892822265625,0.14341841638088226,0.20790180563926697,-1.1685514450073242
1776228701766743300,0.357743408203125,-0.501133382320404,0.5128257274627686,-1.1870691776275635
1776228701786594300,0.37759423828125,-1.056423544883728,0.7010377645492554,-0.8673974275588989
1776228701806445300,0.3974453125,-1.3422163724899292,0.6798429489135742,-0.481256365776062
1776228701826297600,0.417297607421875,-1.561224102973938,0.4923572242259979,-0.2903450131416321
1776228701846148600,0.437148681640625,-1.7645082473754883,0.08592502772808075,-0.5470929145812988
1776228701865999400,0.456999267578125,-1.8964223861694336,-0.3408103287220001,-1.030800223350525
1776228701885850400,0.476850341796875,-1.9881975650787354,-0.6745051741600037,-1.207425594329834
1776228701905701400,0.496701416015625,-1.603275179862976,0.022718895226716995,-1.515438199043274
1776228701925552400,0.516552490234375,-0.9834542274475098,0.4989458918571472,-1.6699724197387695
1776228701945403400,0.5364033203125,-0.35624760389328003,0.4064119756221771,-1.8637453317642212
1776228701965254700,0.556254638671875,-0.23835690319538116,-0.8312543034553528,-2.0075583457946777
1776228701985105400,0.57610546875,-0.6771350502967834,-3.1379504203796387,-1.851883888244629
1776228702004956400,0.595956298828125,-1.436588168144226,-2.4936130046844482,-1.4031977653503418
1776228702024808400,0.615808349609375,-1.6966338157653809,-0.9775329828262329,-1.9000160694122314
1776228702044659500,0.635659423828125,-1.1570897102355957,-1.1317334175109863,-3.216881513595581
1776228702064510500,0.655510498046875,-0.647426426410675,-1.6008471250534058,-3.1932504177093506
1776228702084361500,0.675361572265625,-0.6309875249862671,-1.031935214996338,-1.7983183860778809
1776228702104212500,0.69521240234375,-0.7872011065483093,-0.19610746204853058,0.05300915613770485
1776228702124063500,0.7150634765625,-0.40423908829689026,-0.32516610622406006,1.4879413843154907
1776228702143914500,0.73491455078125,0.20112672448158264,-0.1815628707408905,1.88248872756958
1776228702163765500,0.754765625,0.48737233877182007,0.2142086923122406,1.893486499786377
1776228702183616500,0.774616455078125,0.2553204596042633,0.6603225469589233,2.6515145301818848
1776228702203467300,0.79446728515625,-0.7326111197471619,1.4059817790985107,2.77506160736084
1776228702223319600,0.814319580078125,-1.8594800233840942,0.7477583885192871,1.953621745109558
1776228702243170600,0.834170654296875,-2.363754987716675,-1.004584550857544,0.8084952235221863
1776228702263021600,0.854021484375,-2.3692429065704346,-2.6001410484313965,-0.15750786662101746
1776228702282872300,0.873872314453125,-2.4926810264587402,-2.846259832382202,-0.25688719749450684
1776228702302723300,0.893723388671875,-2.4798684120178223,-2.86487078666687,-0.43377354741096497
1776228702322574300,0.91357421875,-2.468623638153076,-2.887179136276245,-0.6070776581764221
1776228702342425300,0.93342529296875,-2.4460105895996094,-2.8933541774749756,-0.7724062204360962
1776228702362276600,0.953276611328125,-2.422595262527466,-2.8889548778533936,-0.9374063014984131
1776228702382127600,0.973127685546875,-2.390151262283325,-2.8827128410339355,-1.1028509140014648
1776228702401978400,0.992978271484375,-2.355074882507324,-2.8753559589385986,-1.2614648342132568
1776228702421830400,1.012830322265625,-2.309953451156616,-2.861328125,-1.414698600769043
1776228702441681400,1.032681396484375,-2.2651679515838623,-2.8487820625305176,-1.5636670589447021
1776228702461532400,1.052532470703125,-2.214881658554077,-2.841209888458252,-1.7107161283493042
1776228702481383700,1.0723837890625,-2.1569056510925293,-2.8420488834381104,-1.8507044315338135
1776228702501234400,1.092234375,-2.0965681076049805,-2.844925880432129,-1.9935864210128784
1776228702521085400,1.11208544921875,-2.0295581817626953,-2.8503191471099854,-2.1293132305145264
1776228702540936400,1.1319365234375,-1.9596068859100342,-2.862844705581665,-2.2615652084350586
1776228702560787500,1.151787353515625,-1.8832348585128784,-2.881793975830078,-2.3878931999206543
1776228702580638500,1.171638427734375,-1.8002609014511108,-2.8989970684051514,-2.514087200164795
1776228702600490500,1.191490478515625,-1.7115027904510498,-2.9210617542266846,-2.631398916244507
1776228702620341500,1.211341552734375,-1.6236443519592285,-2.93574595451355,-2.7423343658447266
1776228702640192500,1.231192626953125,-1.5289788246154785,-2.9511454105377197,-2.8446028232574463
1776228702660043500,1.25104345703125,-1.4275254011154175,-2.970881938934326,-2.946352005004883
1776228702679894500,1.27089453125,-1.3250339031219482,-2.9932591915130615,-3.038973569869995
1776228702699745500,1.29074560546875,-1.216991662979126,-3.0246596336364746,-3.1239614486694336
1776228702719596300,1.31059619140625,-5.004471778869629,-15.165509223937988,-4.6260271072387695
1776228702739448600,1.330448486328125,-0.984474778175354,-34.925106048583984,-4.815373420715332
1776228702759299000,1.350299072265625,3.115849733352661,-21.552324295043945,-3.190377712249756
1776228702779150000,1.370150146484375,4.916153907775879,4.732641696929932,0.05476870760321617
1776228702799001000,1.3900009765625,4.076672554016113,6.916656494140625,-0.2579346001148224
1776228702818851800,1.409851806640625,1.8260608911514282,3.0035855770111084,0.9908008575439453
1776228702838702800,1.429702880859375,1.5309172868728638,1.005395531654358,1.375252604484558
1776228702858553900,1.449553955078125,1.3916561603546143,-0.24291251599788666,1.1837124824523926
1776228702878405000,1.469405029296875,1.3569055795669556,-1.6578598022460938,0.915887713432312
1776228702898256100,1.489256103515625,1.3140302896499634,-2.7640817165374756,0.5955259799957275
1776228702918108000,1.50910791015625,1.1129717826843262,-1.6783100366592407,-0.19172708690166473
1776228702937959000,1.528958984375,1.1250113248825073,0.00001864212754298933,-0.2631871700286865
1776228702957810000,1.548809814453125,1.7803770303726196,0.9044270515441895,0.254036009311676
1776228702977661000,1.568660888671875,1.8731350898742676,1.2617007493972778,0.5949373841285706
1776228702997512200,1.58851220703125,1.861058235168457,1.1981441974639893,0.7253481149673462
1776228703017363000,1.608363037109375,1.8046194314956665,0.9339317083358765,0.48797473311424255
1776228703037214000,1.6282138671875,1.8304654359817505,0.5509427785873413,0.1611390858888626
1776228703057065000,1.64806494140625,1.9303449392318726,0.20649485290050507,0.06739475578069687
1776228703076917000,1.6679169921875,2.058647394180298,0.0854877382516861,0.10896509885787964
1776228703096768000,1.68776806640625,2.2051565647125244,0.18728627264499664,0.24432584643363953
1776228703116619000,1.707618896484375,2.3846569061279297,0.39195045828819275,0.37368836998939514
1776228703136470000,1.727469970703125,2.5812413692474365,0.7366551160812378,0.49383288621902466
1776228703156321000,1.747321044921875,2.558729648590088,0.3643691837787628,0.7642982006072998
1776228703176172000,1.767172119140625,1.926723837852478,0.12057115882635117,0.6842028498649597
1776228703196023000,1.78702294921875,1.086448311805725,0.291170597076416,0.12275335192680359
1776228703215874000,1.8068740234375,0.19846861064434052,0.1514318585395813,-0.011115501634776592
1776228703235725800,1.826725830078125,-0.07054873555898666,-0.11338142305612564,-0.044552288949489594
1776228703255577000,1.8465771484375,0.011239871382713318,0.062063105404376984,0.02623053826391697
1776228703275428000,1.866427978515625,-0.0001294296234846115,-0.016113189980387688,-0.014243650250136852
1776228703295279000,1.886279052734375,0.00672368286177516,0.013046027161180973,0.012520851567387581
1776228703315130000,1.906130126953125,0.0029758161399513483,-0.0035811527632176876,0.0007054713787510991
1776228703334980900,1.92598095703125,0.0035888757556676865,0.012028433382511139,0.00355851580388844
1776228703354832000,1.945831787109375,0.005904760677367449,0.007025951519608498,0.006402771919965744
