time,seconds_elapsed,yaw,qx,qz,roll,qw,qy,pitch
1776228701477660700,0.06866064453125,2.381308695176051,0.05284492136221598,0.9190855890120412,0.0004345585968243632,0.36721236684881076,0.13283159391285587,0.2868974194332223
1776228701497512000,0.088511962890625,2.3873598925058643,0.05334070985368019,0.9195022729915986,0.002911321034013425,0.3639574535666939,0.1385831551416066,0.2980770008817632
1776228701517363000,0.108363037109375,2.3992842777540164,0.0489472831184985,0.9211467353371768,0.015247244144700875,0.35724015333266873,0.14653417732025484,0.30986579730036135
1776228701537213700,0.128213623046875,2.4028300167776084,0.045062888197187345,0.9216563750047313,0.0250453480656075,0.35471563113347115,0.15065132072442664,0.31484229491548515
1776228701557064700,0.148064697265625,2.3953917269894416,0.04302060302466011,0.9202938130398877,0.031729750892630346,0.35754184340872847,0.15288056960647978,0.31745886907674253
1776228701576915700,0.167915771484375,2.3886237705737647,0.039373336834126915,0.9185179585298424,0.045516387861180355,0.35911764994038087,0.1606517679570023,0.3293228993369704
1776228701596766700,0.1877666015625,2.390438062708313,0.03638511396905646,0.9182635753055368,0.055949087327244774,0.3569787967124913,0.1674346289219678,0.3399878847135608
1776228701616617700,0.20761767578125,2.39621028002368,0.034600668898768366,0.9195306124949962,0.05764406846965493,0.35431111555531697,0.16652326430816228,0.33711438623308077
1776228701636468700,0.22746875,2.4005302827359434,0.03354100705300752,0.9210760458174478,0.05460819654100529,0.3530687521400175,0.16073726947125083,0.3255047376582331
1776228701656319700,0.24731982421875,2.406258784444428,0.03146652948214083,0.9229148476234689,0.053332093273263145,0.35103328266383804,0.154963952997204,0.31322536151752667
1776228701676171800,0.267171875,2.4147502796108697,0.0273989889467152,0.925010249830084,0.05754407143170907,0.3471187944510417,0.15203266435979573,0.30499138070338594
1776228701696022800,0.287022705078125,2.4222329601029893,0.020652976334669216,0.9266204403796579,0.06987854073058838,0.34282333647308183,0.1530369020666385,0.3023609553025297
1776228701715873800,0.306873779296875,2.4262882968474226,0.012493075191912005,0.9274147850965946,0.0870430459169007,0.33958838709631617,0.15628617268529407,0.302983591593374
1776228701735724800,0.326724853515625,2.430321232598321,0.0070182388064322235,0.9287379775055148,0.09446172964971442,0.33760291662798914,0.1530386948656392,0.29318675005096934
1776228701755575300,0.3465751953125,2.435075458920655,0.0013824699642465716,0.9308051055251751,0.09760967104643227,0.3361793306166369,0.1434695433226915,0.2713308997015229
1776228701775426300,0.36642626953125,2.4283074186544176,-0.007671805740248313,0.930899846916858,0.10890998708397599,0.339674828844246,0.13411767723681436,0.24699205774357866
1776228701795277300,0.38627734375,2.4097934211030894,-0.018368606880427372,0.9284910162886195,0.12690665338487836,0.348059359272205,0.12814700883168648,0.2271277378424033
1776228701815128600,0.406128662109375,2.3844215093823813,-0.028155676569188916,0.924308838447738,0.14610478990274142,0.3592959962865259,0.12556595473820537,0.21350949107540862
1776228701834979600,0.4259794921875,2.3543570735369856,-0.035762853231629636,0.9189137743304867,0.16219579531455158,0.3727432065026182,0.12401978415805591,0.20265045748253938
1776228701854830600,0.44583056640625,2.3212356055752537,-0.041074053347762915,0.9128960960455187,0.17122111103691487,0.38828422443217525,0.11903391908990893,0.18651389675870336
1776228701874681600,0.465681640625,2.2872441552700664,-0.044311221729230195,0.9067286565232716,0.17097171717027598,0.40521454395503037,0.1080776438929413,0.1607748286372941
