time,seconds_elapsed,z,y,x
1776228623921082600,0.08108251953125,0.6415799939483404,-0.13684417316019534,-0.18613836542218923
1776228623940933600,0.10093359375,1.0150777910202742,-0.23732582408487796,-0.11479863782972097
1776228623960783600,0.12078369140625,0.8436936348766088,0.02444645899236202,0.07819536564089358
1776228623980634600,0.140634521484375,0.3371294296175241,0.21193273189216852,0.15737170514315366
1776228624000485600,0.160485595703125,0.16498071884214877,0.40643677459955213,0.2768335124783218
1776228624020336600,0.180336669921875,0.5060772985249757,0.41168110499382016,0.009645341832190752
1776228624040186600,0.2001865234375,0.9014397214025258,0.3319645942002535,-0.5188492479451
1776228624060037600,0.22003759765625,1.246911447429657,0.7166741056382656,-0.985748090030998
1776228624079889000,0.239888916015625,1.2809130857527256,0.7069613976582885,-1.0569402989115566
1776228624099739000,0.25973876953125,1.3241981007277965,1.124046699783206,-0.7500017171572894
1776228624119590000,0.27958984375,1.730436722406745,1.1800894895225762,-0.07401844528242946
1776228624139441000,0.29944091796875,2.304011101621389,1.5038611326560378,-0.007897913642972708
1776228624159291000,0.319290771484375,3.226892839503288,1.9418875160008668,-0.9816332020580768
1776228624179141600,0.3391416015625,4.109905508333444,1.8949983390539884,-1.5124522892601786
1776228624198992600,0.35899267578125,4.789115852496027,3.5565789673775434,-0.4490738470599055
1776228624218842600,0.378842529296875,4.31926079095304,2.9655709305420515,-0.8682979147791862
1776228624238693600,0.398693603515625,4.5710798352926965,3.1987118701577186,-0.6307452962011099
1776228624258544600,0.418544677734375,4.584653018093109,3.582721708893776,-0.2542868957579136
1776228624278395600,0.438395751953125,4.27272817235887,3.508441251674294,-0.7910182757437229
1776228624298245600,0.45824560546875,4.2732893133729695,3.613736732621491,-1.5764885619714855
1776228624318096600,0.4780966796875,5.521493138700723,3.7876469001114366,-2.1832819046989083
1776228624337947600,0.49794775390625,5.777145477592945,4.003444490738213,-2.6551950678154825
1776228624357797600,0.517797607421875,6.358630776062608,3.2779648550927636,-3.681861882081628
1776228624377649000,0.53764892578125,5.612812993526458,1.7864657758817075,-3.973264456529915
1776228624397500000,0.5575,5.352500846129655,3.005627338859439,-3.0640628689542413
1776228624417350000,0.577349853515625,3.753261230906844,4.153977289772033,-2.053019155755639
1776228624437201000,0.597200927734375,2.6090397581011056,3.692767599238455,-2.6628493819609282
