time,seconds_elapsed,yaw,qx,qz,roll,qw,qy,pitch
1776232774705477600,0.1114775390625,-0.2355125213453541,-0.08800994880513331,0.14974870127148657,-0.6087154330687347,-0.9348570910044005,0.30963165189788167,0.26021397047407296
1776232774725332700,0.131332763671875,-0.23454932919848137,-0.0883226665601342,0.149585718596323,-0.6123066788984176,-0.9342993646909457,0.3113003331122975,0.2611293606903848
1776232774745187800,0.151187744140625,-0.2360986486845713,-0.0880081935569419,0.15028425867944298,-0.612257677325434,-0.9342037784814917,0.31133986064780145,0.2609661756558619
1776232774765042700,0.171042724609375,-0.23810106070838483,-0.0865549840859163,0.15102877734532696,-0.6145417797583813,-0.9338591031604973,0.31241904152676664,0.2589118796929049
1776232774784898800,0.19089892578125,-0.23948471327372547,-0.08502818584259325,0.15158736256567545,-0.61922554644517,-0.9331798964478085,0.3145897962514831,0.25688485277167933
1776232774804753700,0.210753662109375,-0.2408848515778556,-0.08287695421464875,0.15194868922914842,-0.6237654702763948,-0.9326208883876884,0.3166408016622154,0.2535188385249471
1776232774824608500,0.2306083984375,-0.2428724003076167,-0.0799506707127759,0.1525358004663221,-0.6309924604872718,-0.9316591032482173,0.3199249234508535,0.2491430396008652
1776232774844463600,0.250463623046875,-0.24407156935956154,-0.07756369978931048,0.1528781264207628,-0.6383986149186409,-0.9306432630012343,0.3232881872689233,0.2456796824778348
1776232774864319700,0.27031982421875,-0.2461101912538876,-0.07447471007333399,0.15329372380666884,-0.6438244316636372,-0.929987135682223,0.32569698121265866,0.2406929426028947
1776232774884174600,0.290174560546875,-0.25100259973981226,-0.07004490744533669,0.15484413784734172,-0.6509814364282277,-0.9289324677116929,0.3289398156374211,0.2341361392410472
1776232774904029700,0.31002978515625,-0.2569840641360875,-0.0655915150577377,0.15704298223581084,-0.6601744343484436,-0.927380388720524,0.33316790401785984,0.2282773830999483
1776232774923884500,0.329884521484375,-0.2616853529366126,-0.06160931752722032,0.1584976379686075,-0.6657824573940032,-0.9265048511580315,0.33566598315954116,0.22239594808229918
1776232774943740700,0.34974072265625,-0.28480123714675826,-0.054221932008859414,0.1680665509769515,-0.6661717544384181,-0.9250958005397281,0.33617178572799616,0.21497134025949322
1776232774963595500,0.369595458984375,-0.28642569673449636,-0.05041278884827127,0.1675114400277082,-0.6634551024156117,-0.9259973016459994,0.3345555031232052,0.20692141054282484
1776232774983450600,0.38945068359375,-0.28724395868166636,-0.0477336453855734,0.16687556726028063,-0.659920380035668,-0.9269474959182781,0.33262958311152846,0.20085648164680595
1776232775003305700,0.4093056640625,-0.2874124917925968,-0.04574359223100604,0.16607051418918434,-0.6550569824733402,-0.9280897517941732,0.3301173027858847,0.1958025565946061
1776232775023160600,0.42916064453125,-0.28770095261499634,-0.04455303503773049,0.16551555056601128,-0.6485570304631535,-0.9293784609795743,0.32691810673004185,0.19221474921622075
1776232775043016700,0.4490166015625,-0.28846552345299153,-0.0438561769076367,0.1653021780469742,-0.6405787146815167,-0.9307884577679504,0.32308606359051256,0.18958903182532472
1776232775062871800,0.468871826171875,-0.29042078285419737,-0.042365825653841505,0.16561395312112054,-0.6357923784595242,-0.9316199781504066,0.32072034342716366,0.1862440645218608
1776232775082726700,0.4887265625,-0.29211557556511203,-0.04074710253814661,0.16582463652416676,-0.6324322166910276,-0.9322445469623687,0.31900155652888934,0.18278528712682587
1776232775102581800,0.508581787109375,-0.2935821997842831,-0.03935904068427772,0.16593369084175952,-0.6277302881548178,-0.9330838211593478,0.31665691726266776,0.1795010579586417
1776232775122437600,0.528437744140625,-0.29535439626129795,-0.037708050998212124,0.16606620490818447,-0.621673843122198,-0.9341464655429432,0.3136407108715336,0.1755197546422337
1776232775142292700,0.548292724609375,-0.2981675504895759,-0.035844985811004,0.16661138721864374,-0.6140084742502334,-0.9353836451451496,0.3098597687429311,0.17114421485517395
1776232775162148400,0.5681484375,-0.30226063022524935,-0.033246546634512,0.16770949316200376,-0.6087410216974459,-0.9361712197734918,0.30716716380778253,0.16604050887978944
1776232775182003200,0.588003173828125,-0.30616101982341987,-0.030881467696748103,0.1689002354645451,-0.6061789583284691,-0.9364927883348316,0.305778299801459,0.16183813883782555
1776232775201858000,0.607858154296875,-0.308988181767424,-0.02873045683534485,0.1695481523933266,-0.6021011474618111,-0.9371388348745147,0.30364271686594496,0.15746287443133675
1776232775221714200,0.627714111328125,-0.3116343650202347,-0.026164166150519516,0.16995720310517948,-0.5971983066974823,-0.9379791547845584,0.3010399435216242,0.15199526957679793
1776232775241569000,0.647569091796875,-0.31445369432082976,-0.023668605677506904,0.17048743359783086,-0.5922863266803049,-0.9387812389105523,0.2984355859837789,0.14672420005039266
1776232775261424000,0.667424072265625,-0.317536712918639,-0.021359499041069006,0.1712158400183716,-0.5872974565003282,-0.9395327605730931,0.2958159182794629,0.1419084530108768
1776232775281279000,0.687279052734375,-0.32099845431240154,-0.018851045411389628,0.1721427689854431,-0.5838043071455512,-0.9400217017585006,0.293888822833073,0.13705109076992225
1776232775301135000,0.707135009765625,-0.32584070141255533,-0.01600854490820167,0.17376117609425565,-0.5825226173899669,-0.9400513389775029,0.29300914966647923,0.1323106399634703
1776232775320990200,0.726990234375,-0.3312822096042011,-0.013311540773334908,0.17576402722494577,-0.5822990757402513,-0.9398284676613124,0.2926641724617932,0.12825210266694714
1776232775340845000,0.746844970703125,-0.3365977938476925,-0.011166511294322496,0.17781566870276283,-0.5806325446526721,-0.9397741102005819,0.2916875960125491,0.1250468788218301
1776232775360700200,0.7667001953125,-0.3409594216182661,-0.009512469750171015,0.17942728048636575,-0.5758615244021951,-0.9402399110006221,0.2892476505321774,0.12198817436540424
1776232775380556000,0.78655615234375,-0.3436149970920246,-0.008108393714575845,0.18022220530218636,-0.5703601838187569,-0.9409610760787812,0.28643759484428083,0.11878332727947466
1776232775400411100,0.8064111328125,-0.34513379965863594,-0.007356320154602038,0.18068717457739858,-0.5669638465872253,-0.9414012299103343,0.28471370766958726,0.1170055190764174
1776232775420266200,0.826266357421875,-0.3457413911234147,-0.007880024032094902,0.18105956865342338,-0.5640712404837366,-0.9417190734842563,0.2834089182045895,0.11774118305617148
1776232775440121000,0.84612109375,-0.34658919683490697,-0.008982859935142709,0.1816551088647651,-0.5592101679804256,-0.9422428213239021,0.28124589526520893,0.11939101345021243
1776232775459976200,0.86597607421875,-0.3479197636294128,-0.010226192859277403,0.1824513537698911,-0.5517357208159449,-0.9430842146834981,0.2778474836506661,0.12097044927827107
1776232775479832000,0.88583203125,-0.34803973040684566,-0.011751922014044333,0.18268802386803956,-0.543909727423697,-0.9440623855008431,0.2742868763924563,0.122714709508006
